saved_id,sentiment,situation,message,canal,ciutada,clas1,clas2,clas3,lng,lat,barri,data_inici
BC00285464,"3,75","2,55","Bon dia, | Des de el març de l'any passat que he intentat diverses vegades donar d'alta el meu gos a traves de la seu electronica de l'ajuntament. Vaig obrir varis expedients donat que no obtenia cap resposta de cap d'ells. També vaig intentar anul.lar-los però no hem deixava. Ara hem trobo que m'heu donat d'alta el gos mes d'un cop i ja he pagat dues vegades l'impost municipal. | Si us plau, anuleu els expedients que no son necessaris i deixeu nomes un. No pot ser que despres de quasi un any ara tingui que estar pagant per tots els expedients que no vau tramitar en el seu moment.",Web municipal,Ciutadà,Atenció Ciutadana,"Web, Carpeta Ciutadana i Bústia internet",Seu Electrònica i Carpeta ciutadana,2.43538356,41.54362418,Cirera,2020-01-01 00:00:00
BC00285465,"3,75","3,8",010: [ADDRESS]. | -Ens comunica que des del dia 20/01/2020 hi ha molta quantitat de Voluminosos ubicats enfront de la porta d'ubicació. | -És de molt de pas i impedeix el pas que és molt constant.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Voluminosos (recollida via pública),Avís incidència/Queixa,2.42142452,41.53684777,Cerdanyola,2020-01-01 00:00:00
BC00285466,5,5,"Policia comunica que hi ha dos senyals al terra, una d'elles es un STOP davant de [ADDRESS]",Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.42907713,41.55584722,Cirera,2020-01-01 00:00:00
BC00285484,"7,45","3,8",TEL CIVISME: COMENTA QUE AL PÀRQUING QUE HI HA AL COSTAT DE LA BENZINERA HI HA MOLTES FULLES I BRUTÍCIA DEGUT AL TEMPORAL DEMANA QUE PASSIN EL MES AVIAT POSSIBLE A NETEJAR,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42603935,41.53450797,Pla d´en Boet,2020-01-01 00:00:00
BC00285485,"5,5","3,8",Civisme:[ADDRESS] comunica que des de fa dos dies no funciona l'enllumenat de tot el tram.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.43572720,41.54704839,Cirera,2020-01-01 00:00:00
BC00285486,"7,45","3,8","Civisme - Comunica que al [ADDRESS], des de que van canviar el sistema d'enllumenat hi ha moltes nits que estan a les fosques. Sol·licita que passin a revisar la instal·lació.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.44241573,41.53815377,Eixample,2020-01-01 00:00:00
BC00285504,"5,5","3,8",Civisme - Comunica que al Parc del Nord no funciona gran part de l'enllumenat públic. Ha observat que hi ha una part de la canalització que es troba al descobert.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.44482272,41.55371121,Vista Alegre,2020-01-01 00:00:00
BC00285524,"5,5","3,75",Civisme - Comunica que a la zona de pineda del C. [ADDRESS] hi ha tres pins caiguts i dos a punt de caure.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.43003941,41.54879321,La Llàntia,2020-01-01 00:00:00
BC00285525,3,"2,5","Bustia 010 | Panots de la vorera enfonsats, perillós ja que ha caigut un ciutadà.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Voreres,,2.44926722,41.55001938,Rocafonda,2020-01-01 00:00:00
BC00285526,"7,45","3,8",Civisme -Sol·licita que passin a recollir tota la pinassa que ha quedat escampada pel terra després del temporal al [ADDRESS].,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.43003941,41.54879321,La Llàntia,2020-01-01 00:00:00
BC00285527,"4,5","3,8",TEL CIVISME: COMENTA QUE EL CONTENIDOR DEL CARTRÓ ESTA PLE DEMANA QUE PASSIN A RECOLLIR EL MES AVIAT POSSIBLE,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.44651155,41.55256840,Vista Alegre,2020-01-01 00:00:00
BC00285528,"3,75","3,8","ARBRE I MATOLLS EN MAL ESTAT I AMB MOLTA PORQUERIA, JUST AL DARRERE DEL CARTELL DE PUBLICITAT D'ESTAMPATS [NAME].",Web municipal,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42468383,41.53388229,Pla d´en Boet,2020-01-01 00:00:00
BC00285544,"3,75","2,5","Fotodenuncia - Buenos días, esta madrugada una vecina ha dado aviso de que el cable daba fogonazos de corriente, posteriormente ha venido la policía a precintar la zona, de momento no ha venido nadie y sigue igual es un peligro. Es en Riera Figuera Major 8. | Ya sé que estos días hay mucha faena y destrozos, pero el tema de la luz es muy peligroso. | Ruego que hagan algo lo antes posible. | (Adjunta fotos)",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.44098503,41.54950438,Els Molins,2020-01-01 00:00:00
BC00285545,5,5,Ens avisen des del concessionari [NAME] de que hi ha un senyal de gual al terra.,Telèfon del civisme,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42698535,41.52547544,Pla d´en Boet,2020-01-01 00:00:00
BC00285546,"4,5","3,8","Fotodenuncia - Deixalles i brossa a [ADDRESS], a l'alçada del número 80. | (Adjunta foto)",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42118676,41.53860622,Cerdanyola,2020-01-01 00:00:00
BC00285564,"7,45","3,75","Han trucat del c. [ADDRESS] a l'escocell de l'arbre, hi ha una xeringa, prega que es reculli.",Telèfon 010,Ciutadà,Policia local,Incidències sobre seguretat,,2.42206233,41.53887667,Cerdanyola,2020-01-01 00:00:00
BC00285565,"3,8","3,75",010 - Comunica que avui no hi ha instal·lada la deixalleria mòbil a la [ADDRESS] i la gent ha deixat varies ampolles d'oli al costat dels contenidors. Una s'ha vessat i el terra està relliscós. (Passem avís a FCC),Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.44224732,41.53889953,Eixample,2020-01-01 00:00:00
BC00285566,"7,45","2,55",TEL 010: Comenta que degut al temps la vorera està a punt de trencar-se i és perillós perquè està al costat de l'escola [NAME]. Demana que passin a reparar el més aviat possible.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Voreres,,2.46396298,41.55545470,El Palau-Escorxador,2020-01-01 00:00:00
BC00285567,"7,45","3,8",Civisme - Ens truquen des del Parc de Bombers de la Via Sèrgia dient que el contenidor de plàstics que tenen dins el recinte es troba completament ple degut a l'ús intensiu d'aquests dies. Sol·liciten que el passin a buidar quan els sigui possible. (Passem avís a FCC),Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.42269002,41.53232543,Pla d´en Boet,2020-01-01 00:00:00
BC00285568,5,5,senyal al terra per les ventades,Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.43451907,41.53580810,Pla d´en Boet,2020-01-01 00:00:00
BC00285584,"3,75","2,5",Fotodenuncia - Al passatge de can Marfà hi ha vidres i una rata morta de fa dos dies. Ho podrien retirar? És perillós i insalubre pels veïns. | (Adjunta fotos),Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.45119798,41.53941321,Eixample,2020-01-01 00:00:00
BC00285585,"5,5","2,5",Fotodenuncia - La Borrasca Gloria ha fet baixar aquest cable elèctric. [ADDRESS] a l'alçada del N 70 .. | (Adjunta fotos),Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.45258447,41.54843267,El Palau-Escorxador,2020-01-01 00:00:00
BC00285586,"4,5","2,55","Civisme -Comunica que a la Urbanització de La Cornisa, [ADDRESS], hi ha un cablejat, no sap de quina companyia, que ha quedat despenjat i molt baix degut als temporals. Comenta que és perillós, ja que si passa un vehicle prou alt el podria fregar.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.43510686,41.57733650,Vista Alegre,2020-01-01 00:00:00
BC00285587,"5,5","3,8",Fotodenuncia - ¿Quan tardarà a caure aquesta palmera del parterre de sobre el pas del Cargol? A hores d'ara ja es un éxit que hagi aguantat el temporal. | (Adjunta foto),Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44675537,41.53461572,Eixample,2020-01-01 00:00:00
BC00285588,"8,4",5,"Bona tarda, han venut la casa del carrer [ADDRESS]. Els nous propietaris han tret el toldo duralita del terrat i ara a on era el terrat estan fent una habitacio mes. Anexo la sequencia de fotos. M'agradaria saber si es pot fer, si això està permés per la llei. Comptin que la separacio entre una casa i l'atre es de menys d'un metre en el troç que hi ha separació. | També m'agradaria saber si pensen construir més. Aquesta és una de les cases més altes del carrer. Totes tenen tres pisos com a molt i aquesta en el seu dia en van construir quatre. | Quedo a la espera de la seva resposta. Moltes gracies per avançat. | Atentament, | [NAME]",Web municipal,Ciutadà,Llicències,Llicències d'obres,Disciplina urbanística,2.45073708,41.53862511,Eixample,2020-01-01 00:00:00
BC00285589,"6,25","2,55","Ciutadans anònims, estan fent una pilona important de restes de plàstics trobats a la sorra de la platja del Varador. Avisa'n si poden passar a recollir-ho abans que s'ho emporti la marea.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Platges,Aigua / Dutxes/ Sorra / Contenidors / Neteja,2.45010266,41.53507319,Eixample,2020-01-01 00:00:00
BC00285604,"8,75",5,"Bona tarda, | M'agradaria saber si està permès fer barbacoes i amb quines condicions es poden fer. Comptin que a la illa de cases en que visc tenim uns pati molt petit de menys de quatre metres i vivim rodejats de cases de més de tres pisos d'alçada. Amb la qual cosa la circulació del vent es molt escassa i quedem ofegats. | Moltes gràcies per avançat.",Web municipal,Ciutadà,Llicències,Llicències d'obres,"Molèsties ocasionades per les obres (sorolls,esquerdes,obstacles a la via pública, etc.), antenes",2.45088709,41.53881890,Eixample,2020-01-01 00:00:00
BC00285605,"7,45","3,75",Tel policia local: Comenta que hi ha un arbre que esta tombat i una branca esta a punt de caure es en sentit Barcelona. Demana que passin el mes aviat possible a solucionar.,Policia Local,Intern,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.43555334,41.54010125,Peramàs-Esmandies,2020-01-01 00:00:00
BC00285606,"5,5","3,8",010 - Comunica que al Ptge. del Sac és la segona nit que no funciona l'enllumenat elèctric.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.45072756,41.53824730,Eixample,2020-01-01 00:00:00
BC00285624,"7,45","5,05","He fet 3 entregues d'oli usat d'1 litre, tinc els comprovants conforme eren d'1 litre i són computables per bonificar la taxa d'escombraries però quan consulto els usos de la meva tarjeta diu que no són computables. La meva tarjeta és [ACCOUNT]. | Ho podeu mirar i arreglar? No vull perdre la bonificació. | Gràcies!",Web municipal,Ciutadà,Manteniment de la Ciutat,Deixalleries,,2.44905936,41.54529830,Eixample,2020-01-01 00:00:00
BC00285625,"7,45","2,5",Fotodenuncia - [ADDRESS] a la altura del número [ADDRESS]. Que alguien venga a arreglar esto y taparlo ya que son cables eléctricos y justo al lado hay un colegio y por lo tanto pasan muchos niños con el peligro que eso conlleva. Saludos. | Gracias | (Adjunta foto),Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.43452384,41.55021912,Cirera,2020-01-01 00:00:00
BC00285626,"7,45","3,8",Hi ha gent que de manera voluntariosa està netejant i apilonant els plàstics a la platja de [ADDRESS] després de la tempesta. N'esteu al cas per si podeu anar a retirar-ho abans que una altra llevantada ho torni a tirar a l'aigua?,Web municipal,Ciutadà,Manteniment de la Ciutat,Platges,,2.44860930,41.53356841,Eixample,2020-01-01 00:00:00
BC00285627,"5,5","3,8",Fotodenuncia - Sense llum a Can Marfà. | (Adjunta foto),Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.45027251,41.53955579,Eixample,2020-01-01 00:00:00
BC00285628,"8,5","5,5",Fotodenuncia - La señal de la deixalleria está apunto de romperse. Esta situada entre el parque [ADDRESS] i [ADDRESS] (Barrio Cerdañola). | Muchas gracias. | (Adjunta foto),Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Voreres,,2.42613164,41.53948930,Cerdanyola,2020-01-01 00:00:00
BC00285644,3,"2,5","Han trucat del Parc de Can Boada, a l'entrada del parc per la Via Europa, la que hi ha la font, hi ha un Xipre que s'ha tombat, està recolzat a un mur d'un metre, és molt perillós, pesa molt i al mur cedirà, prega que es faci alguna actuació urgent, passat avis a Policia.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.43355808,41.54240742,Cerdanyola,2020-01-01 00:00:00
BC00285664,"7,45","3,8",Tel 010: | Comenta que hi ha tres fanals que no funcionen fa dies | Demana que passin a reparar el mes aviat possible,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.44717158,41.54742940,Rocafonda,2020-01-01 00:00:00
BC00285665,"4,5","3,8",010: | -Ens comunica que hi ha molta quantitat de brutícia retinguda entre el banc i l'arbre just enfront d'aquesta ubicació.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42142452,41.53684777,Cerdanyola,2020-01-01 00:00:00
BC00285666,"5,5","3,8",Tel 010: | Comenta que fa dies que no funcionen tres fanals | Demana que passin a reparar el ms avia possible,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.42712991,41.56298773,Vista Alegre,2020-01-01 00:00:00
BC00285667,"5,5","5,05",Tel Civisme: | Comenta que el mirall esta malament i no funciona | Demana que passin a reparar el mes aviat possible,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Miralls panoràmics (cruïlles carrers),,2.42333529,41.54421481,Cerdanyola,2020-01-01 00:00:00
BC00285668,5,5,senyal de trafic al terra,Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.44377496,41.54993942,Els Molins,2020-01-01 00:00:00
BC00285669,5,5,senyal de transit al terra,Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.44075781,41.55266838,Vista Alegre,2020-01-01 00:00:00
BC00285670,"4,5","3,8","Tel. Civisme: | Tot el carrer [ADDRESS] està ple de fulles i branques tant a la vorera com a la calçada, demana que passin a netejar.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.43194695,41.52667478,Pla d´en Boet,2020-01-01 00:00:00
BC00285684,"4,5",5,Referen a la incidència nº BC00285664 es un error de nom de carrer no es correcte disculpeu,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.44717158,41.54742940,Rocafonda,2020-01-01 00:00:00
BC00285704,"7,45","3,8",Tel Civisme: Comenta que fa dies que no funcionen els fanals Demana que passi a reparar el mes aviat possible,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.42551211,41.56350801,Vista Alegre,2020-01-01 00:00:00
BC00285724,"4,5","3,75",010: Tota la [ADDRESS]. | #NOM? | -Sol·licita la neteja profunda de la zona.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.44741445,41.54766147,Rocafonda,2020-01-01 00:00:00
BC00285725,4,"3,8",Han deixat voluminosos al costat dels contenidors.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Voluminosos (recollida via pública),Avís incidència/Queixa,2.43490412,41.53734845,Eixample,2020-01-01 00:00:00
BC00285726,"3,8",5,Han deixat ampolles d'oli i pots de pintura al costat del contenidor del cartró.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.43490412,41.53734845,Eixample,2020-01-01 00:00:00
BC00285727,"4,5","3,75","Daelim history , Color blau marí, matrícula: [PLATE] | Suzuki Burgman, Color blanc, matrícula: [PLATE] | Derbi, Color Blau, matrícula [PLATE] | Motos Scooter abandonades a via publica, més d'un any.",Telèfon del civisme,Ciutadà,Policia local,Vehicle abandonat a la via pública,,2.45578719,41.54137703,Eixample,2020-01-01 00:00:00
BC00285745,"7,45",5,"Han trucat del veïnat de [ADDRESS] aquesta ciutadana es diu [NAME] i al seu telèfon és al [PHONE] vol treure un armari desmuntat, una tauleta i un somier, vol que es posin en contacte amb ella per dir-li quan pot treure els trastos.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Mobles i voluminosos,,2.45885882,41.54247740,El Palau-Escorxador,2020-01-01 00:00:00
BC00285746,"3,75","3,8","Fotodenuncia - Ya va siendo hora que asfalten el camí Ral des de [NAME] hacia Correos no?? Vale que el temporal lo ha empeorado, pero antes ya estaba fatal! Por favooooor!! | Añado: Y las aceras de Correos y en frente también le hace falta un repaso, que llevan años sin mantenimiento. | (No adjunta imatges)",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Calçada,Calçada,2.43796927,41.53229901,Pla d´en Boet,2020-01-01 00:00:00
BC00285747,"5,5",5,Civisme: | -Ens comunica que el contenidor groc de vidre està ple.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.43036649,41.52852427,Pla d´en Boet,2020-01-01 00:00:00
BC00285748,5,"3,8",Civisme: | -Ens comunica a la banda reductora té un forat profund i està en mal estat.,Telèfon del civisme,Ciutadà,Mobilitat,Ordenació viària,Bandes reductores de velocitat,2.44284716,41.55255818,Vista Alegre,2020-01-01 00:00:00
BC00285749,3,"2,55",Senyal a punt de caure. I a la zona on està hi ha molts infants.,Web municipal,Ciutadà,Manteniment de la Ciutat,"Parcs, jardins i zones verdes (senyalització i altres)",,2.43457541,41.53541178,Pla d´en Boet,2020-01-01 00:00:00
BC00285764,"7,45","3,8",Tel 010: | Comenta que hi ha un senyal caigut a la vorera junt a la parada de bus linea 1 | Demana que passin a reparar el mes aviat possible,Telèfon 010,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42907713,41.55584722,Cirera,2020-01-01 00:00:00
BC00285784,"7,45",5,Civisme: [ADDRESS] just enfront de [ADDRESS]. | -Ens comunica que la tapa del semàfor està solta i penjant.,Telèfon del civisme,Ciutadà,Mobilitat,Ordenació viària,Semàfors / Pilones mòbils,2.44284716,41.55255818,Vista Alegre,2020-01-01 00:00:00
BC00285785,"5,45","3,8","Des de fa gairebé 6 mesos hi ha un Renault Clio amb matrícula [PLATE] aparcat al c. [ADDRESS], davant del número 55 i que no s'ha mogut des d'aleshores.",Web municipal,Ciutadà,Policia local,Vehicle abandonat a la via pública,,2.43499590,41.53879403,Eixample,2020-01-01 00:00:00
BC00285804,"7,45","3,8","Fotodenuncia - Sé que hay muchas incidencias en Mataro después de la borrasca Gloria, pero tener en cuenta que esta señal está caída desde el lunes, a la altura del Gem Petit !!! Graciaaaasss !!! | (Adjunta foto)",Fotodenuncia,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.44496753,41.54646383,Eixample,2020-01-01 00:00:00
BC00285824,"4,55","3,75","Fotodenuncia - Señal a punto de caer en calle [ADDRESS], a la altura del numero 40. Si aparca algún coche le puede caer encima. | (Adjunta foto)",Fotodenuncia,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.44292336,41.54900899,Els Molins,2020-01-01 00:00:00
BC00285825,"4,5","3,8",010:C/[ADDRESS]/Contenidors. | -Ens comunica que hi ha molta quantitat d'escombraries i diversos mobles petits al voltant dels contenidors. | -Verifiquem el seu dia de recollida i no correspon.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.43471277,41.53252260,Pla d´en Boet,2020-01-01 00:00:00
BC00285826,5,5,Hi ha un señal de pas de vianants al terra des de fa dies.,Telèfon del civisme,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.44075781,41.55266838,Vista Alegre,2020-01-01 00:00:00
BC00285827,"3,5","3,8","Fotodenuncia - He pasado para el colegio para arriba y para abajo por la .Rda. President Tarradellas, ha pasado Mataró neta y ha barrido y ha fregado con agua únicamente la puerta de la farmacia y la de los neumáticos. Qué pasa, que los demás vecinos de la calle no pagan impuestos?? (No adjunta imatges)",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42174172,41.53608416,Cerdanyola,2020-01-01 00:00:00
BC00285844,"3,75","2,55","Fotodenuncia - Desde l'agost que vaig publicar que estava trencat i encara segueix igual. L'altre dia va estar a punt de caure una senyora, sort que anava acompanyada i li van salvar la caiguda.... | [ADDRESS] | (Adjunta foto)",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Voreres,,2.43464517,41.54721327,Cirera,2020-01-01 00:00:00
BC00285864,"7,45","3,75",Tel policia Local: | Comenta que la cabina de telefon que hi ha a prop del numero [ADDRESS] tenia un vidre a punt de caure i la patrulla ho ha tret i està recolzat a la mateixa cabina. | Demana que passin a recollir i reparar el més aviat possible.,Policia Local,Intern,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.44145015,41.53851733,Eixample,2020-01-01 00:00:00
BC00285884,"5,5","3,8","Policia Local comunica que a la cruïlla de [ADDRESS] - [ADDRESS], hi ha un sot a la calçada que s'hauria de reparar.",Policia Local,Intern,Manteniment de la Ciutat,Calçada,Calçada,2.44406434,41.54200439,Centre,2020-01-01 00:00:00
BC00285904,3,"1,25","Han tret uns mobles fa un mes i no hi han passat a recollir-ho, és un abocador de brosses. Fa 1 mes darrere aquest problema i cada dia s'ha afegeixen més brosses. Molt URGENT",Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42807407,41.54203429,Cerdanyola,2020-01-01 00:00:00
BC00285924,"3,75","3,8",Fa més de dos dies el carrer és a les fosques.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.44836619,41.53763934,Eixample,2020-01-01 00:00:00
BC00285944,"7,55","2,55","Bona tarda, en aquest creuament previament indicat tots els dies els veins ens trobem amb una situació delicada on els cotxes no solen parar per deixar passar. Avui ha passat una situació que ja he vist anteriors vegades però que ja no podem seguir ignorant. Al mateix carrer [ADDRESS] viu un veí que és invident. Casi tots els dies hem trobo al home intentant creuar el carrer ([ADDRESS]) sense éxit ja que els cotxes apenes el veuen i ell al sentir soroll no treu el cos per por a que se'l emportin. M'agradaría si poguessiu valorar instalar un semàfor amb un indicador per invidents. O buscar alguna forma d'evitar aquest conflicte. Moltes gràcies per la vostra atenció i feina. [NAME]",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Semàfors/ Pilones mòbils,2.43915244,41.53739067,Eixample,2020-01-01 00:00:00
BC00285964,"4,5","3,75",Panots de vorera aixecats. Algún vehí ha estat a punt de caure alguna vegada. Podeu veure l'estat de la vorera en les fotos anexes.,Web municipal,Ciutadà,Manteniment de la Ciutat,Calçada,Calçada,2.43911419,41.55110714,Vista Alegre,2020-01-01 00:00:00
BC00285984,"7,45","5,05","Señal de tráfico caída en la carretera de [ADDRESS], lado mar. Solicito reparación.",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42046713,41.54060631,Cerdanyola,2020-01-01 00:00:00
BC00285985,"5,5","3,8",Acera del Passatge de la Torre Palauet en mal estado. Soliciti reparación.,Web municipal,Ciutadà,Manteniment de la Ciutat,Calçada,Avís enfonsament,2.42170198,41.54067593,Cerdanyola,2020-01-01 00:00:00
BC00285986,"5,5",5,Señal caída en [ADDRESS]. Solicito reparación.,Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42409688,41.54033173,Cerdanyola,2020-01-01 00:00:00
BC00286004,"5,5","3,8",Acera del Passatge de la Torre Palauet en mal estado. Soliciti reparación.,Web municipal,Ciutadà,Manteniment de la Ciutat,Calçada,Calçada,2.42170198,41.54067593,Cerdanyola,2020-01-01 00:00:00
BC00286005,"5,5","3,8",Banco público roto en la [ADDRESS]. Solicito reparación.,Web municipal,Ciutadà,Manteniment de la Ciutat,Bancs,,2.42257239,41.54063156,Cerdanyola,2020-01-01 00:00:00
BC00286024,"5,5",5,Señal caída en la [ADDRESS]. | Señal de tráfico caída en [ADDRESS]. Solicito reparación.,Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42508310,41.54045691,Cerdanyola,2020-01-01 00:00:00
BC00286044,"5,5",5,Señal de tráfico caída en [ADDRESS]. Solicito reparación.,Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42508310,41.54045691,Cerdanyola,2020-01-01 00:00:00
BC00286064,"5,5","5,05","Semáforo caído situado en [ADDRESS], esquina [ADDRESS]. Solicito reparación.",Web municipal,Ciutadà,Mobilitat,,,2.42566512,41.54041935,Cerdanyola,2020-01-01 00:00:00
BC00286065,"7,45",5,"Señal de tráfico caída en la calle [ADDRESS], esquina calle [ADDRESS]. Solicito reparación.",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.42883822,41.54085640,Cerdanyola,2020-01-01 00:00:00
BC00286084,"5,5",5,Policia Local: | Ubicació: [ADDRESS] davant [ADDRESS]. | Hi ha un cable de telefonia penjat.,Policia Local,Intern,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.43744419,41.54513343,Cirera,2020-01-01 00:00:00
BC00286104,"4,5","3,8",Tel Civisme: | Comenta que al carrer [ADDRESS] amb [ADDRESS] està ple de voluminosos i vidres. | Demana que passin a netejar el més aviat possible.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Voluminosos (recollida via pública),Avís incidència/Queixa,2.42870552,41.54103840,Cerdanyola,2020-01-01 00:00:00
BC00286124,"7,45","2,55","Bona tarda, | Voldria posar en el seu coneixement l'existència d'una pintada antisemita, que a més a més es troba davant d'unes instal·lacions infantils. Adjunto fotografia. | Entenc que la incitació a l'odi racial o religiós és un delicte i en aquest cas, especialment sagnant en coincidir amb l'aniversari del 75è aniversari de l'alliberament d'Auschwitz. | Espero que es puguin prendre les mesures necessàries al més aviat possible. | Gràcies per endavant | #NOM? | Salutacions | [NAME]",Correu electrònic,Ciutadà,Manteniment de la Ciutat,Tanques,,2.43001339,41.53387340,Pla d´en Boet,2020-01-01 00:00:00
BC00286144,"5,5","3,8","Els cables d'alta tensió passan per la meva propietat, sol·licito que els treguin o modifiquin de manera que no passin per la meva propietat, com estàn instal·lats als edificis del costat- | Sol·licito resposta per via telefònica o correu postal.",Web municipal,Ciutadà,Manteniment de la Ciutat,"Incidències companyies alienes (Fecsa, Iberdrola, Telefònica, Menta, Ono, etc.)",,2.44827736,41.53602783,Eixample,2020-01-01 00:00:00
BC00286145,"4,55","3,8","L'enllumenat ""fanals"", està encès al matí i a les fosques a la nit. Urb. [ADDRESS]",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.42843101,41.56113251,Vista Alegre,2020-01-01 00:00:00
